Pais,Data,Decklist,Evento,Formato,Heroi,Resultado,Link do deck,Tipo de evento
Japan,28 Sep 2024,"Haruka Sonoda – Florian, Rotwood Harbinger – Battle Hardened: Tokyo",Battle Hardened: Tokyo,Classic Constructed,"Florian, Rotwood Harbinger",2nd,https://fabtcg.com/decklists/haruka-sonoda-florian-rotwood-harbinger-battle-hardened-tokyo/,battle hardened
Japan,28 Sep 2024,"Yuta Maruo – Florian, Rotwood Harbinger – Battle Hardened: Tokyo",Battle Hardened: Tokyo,Classic Constructed,"Florian, Rotwood Harbinger",3rd,https://fabtcg.com/decklists/yuta-maruo-florian-rotwood-harbinger-battle-hardened-tokyo/,battle hardened
Japan,28 Sep 2024,"Shoma Yamamura – Florian, Rotwood Harbinger – Battle Hardened: Tokyo",Battle Hardened: Tokyo,Classic Constructed,"Florian, Rotwood Harbinger",3rd,https://fabtcg.com/decklists/shoma-yamamura-florian-rotwood-harbinger-battle-hardened-tokyo/,battle hardened
Japan,28 Sep 2024,"Sotaro Takagishi – Vynnset, Iron Maiden – Battle Hardened: Tokyo",Battle Hardened: Tokyo,Classic Constructed,"Vynnset, Iron Maiden",5th,https://fabtcg.com/decklists/sotaro-takagishi-vynnset-iron-maiden-battle-hardened-tokyo/,battle hardened
Mexico,28 Sep 2024,"大貴 浅海 – Florian, Rotwood Harbinger – Battle Hardened: Tokyo",Battle Hardened: Tokyo,Classic Constructed,"Florian, Rotwood Harbinger",5th,https://fabtcg.com/decklists/florian-rotwood-harbinger-battle-hardened-tokyo/,battle hardened
Japan,28 Sep 2024,"Yusuke Asama – Enigma, Ledger of Ancestry – Battle Hardened: Tokyo",Battle Hardened: Tokyo,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/yusuke-asama-enigma-ledger-of-ancestry-battle-hardened-tokyo/,battle hardened
Japan,28 Sep 2024,"Tsunaki Sawai – Aurora, Shooting Star, Battle Hardened: Tokyo",Battle Hardened: Tokyo,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/tsunaki-sawai-aurora-shooting-star-battle-hardened-tokyo/,battle hardened
Spain,28 Sep 2024,"Pablo Pintor – Enigma, Ledger of Ancestry – Calling: Lyon",Calling: Lyon,Classic Constructed,"Enigma, Ledger of Ancestry",1st,https://fabtcg.com/decklists/pablo-pintor-enigma-ledger-of-ancestry-calling-lyon/,calling
Ireland,28 Sep 2024,"Connor McGrath – Azalea, Ace in the Hole – Calling: Lyon",Calling: Lyon,Classic Constructed,"Azalea, Ace in the Hole",2nd,https://fabtcg.com/decklists/connor-mcgrath-azalea-ace-in-the-hole-calling-lyon/,calling
United Kingdom,28 Sep 2024,"Jacob Clements – Enigma, Ledger of Ancestry – Calling: Lyon",Calling: Lyon,Classic Constructed,"Enigma, Ledger of Ancestry",3rd,https://fabtcg.com/decklists/jacob-clements-enigma-ledger-of-ancestry-calling-lyon/,calling
Belgium,28 Sep 2024,"Sammy Weckx – Prism, Awakener of Sol – Calling: Lyon",Calling: Lyon,Classic Constructed,"Prism, Awakener of Sol",3rd,https://fabtcg.com/decklists/sammy-weckx-prism-awakener-of-sol-calling-lyon/,calling
Belgium,28 Sep 2024,"Sam Cornelis – Enigma, Ledger of Ancestry – Calling: Lyon",Calling: Lyon,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/sam-cornelis-enigma-ledger-of-ancestry-calling-lyon/,calling
Switzerland,28 Sep 2024,"Sebastian Spicher – Verdance, Thorn of the Rose – Calling: Lyon",Calling: Lyon,Classic Constructed,"Verdance, Thorn of the Rose",5th,https://fabtcg.com/decklists/sebastian-spicher-verdance-thorn-of-the-rose-calling-lyon/,calling
Netherlands,28 Sep 2024,"Peter Markovič – Enigma, Ledger of Ancestry – Calling: Lyon",Calling: Lyon,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/peter-markovic-enigma-ledger-of-ancestry-calling-lyon/,calling
Poland,28 Sep 2024,"Bartosz Ziemba – Aurora, Shooting Star – Calling: Lyon",Calling: Lyon,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/bartosz-ziemba-aurora-shooting-star-calling-lyon/,calling
New Zealand,26 Sep 2024,Dumpster Dive – LOOK Turbo,"Dumpster Dive #6: Don't Worry, It Gets Worse",Commoner,Arakni,nao informado,https://fabtcg.com/decklists/dumpster-dive-look-turbo/,dumpster dive
United States of America,26 Sep 2024,Dumpster Dive – Bladeblade,"Dumpster Dive #6: Don't Worry, It Gets Worse",Commoner,Florian,nao informado,https://fabtcg.com/decklists/dumpster-dive-bladeblade/,dumpster dive
New Zealand,26 Sep 2024,Dumpster Dive – Sloggizen,"Dumpster Dive #6: Don't Worry, It Gets Worse",Commoner,Zen,nao informado,https://fabtcg.com/decklists/dumpster-dive-sloggizen/,dumpster dive
Australia,22 Sep 2024,"Steven Young – Kano, Dracai of Aether – Battle Hardened: Sydney",Calling: Sydney,Classic Constructed,"Kano, Dracai of Aether",1st,https://fabtcg.com/decklists/steven-young-kano-dracai-of-aether-battle-hardened-sydney/,calling
Australia,22 Sep 2024,Louis Shum – Chane – Commoner Gold Foil,Calling: Sydney,Commoner,Chane,1st,https://fabtcg.com/decklists/louis-shum-chane-commoner-gold-foil/,calling
Australia,22 Sep 2024,"Fahad Rahman – Kano, Dracai of Aether – Battle Hardened: Sydney",Calling: Sydney,Classic Constructed,"Kano, Dracai of Aether",2nd,https://fabtcg.com/decklists/fahad-rahman-kano-dracai-of-aether-battle-hardened-sydney/,calling
Australia,22 Sep 2024,"Amelia Hulin-Bobart – Enigma, Ledger of Ancestry – Battle Hardened: Sydney",Calling: Sydney,Classic Constructed,"Enigma, Ledger of Ancestry",3rd,https://fabtcg.com/decklists/amelia-hulin-bobart-enigma-ledger-of-ancestry-battle-hardened-sydney/,calling
Australia,22 Sep 2024,"Declan Bradley – Florian, Rotwood Harbinger – Battle Hardened: Sydney",Calling: Sydney,Classic Constructed,"Florian, Rotwood Harbinger",3rd,https://fabtcg.com/decklists/declan-bradley-florian-rotwood-harbinger-battle-hardened-sydney/,calling
Hong Kong,22 Sep 2024,"Kelvin Law – Kayo, Armed and Dangerous – Battle Hardened: Sydney",Calling: Sydney,Classic Constructed,"Kayo, Armed and Dangerous",5th,https://fabtcg.com/decklists/kelvin-law-kayo-armed-and-dangerous-battle-hardened-sydney/,calling
Australia,22 Sep 2024,"Ethan Dominy – Aurora, Shooting Star – Battle Hardened: Sydney",Calling: Sydney,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/ethan-dominy-aurora-shooting-star-battle-hardened-sydney/,calling
Australia,22 Sep 2024,"Tom Nguyen – Aurora, Shooting Star – Battle Hardened: Sydney",Calling: Sydney,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/tom-nguyen-aurora-shooting-star-battle-hardened-sydney/,calling
New Zealand,21 Sep 2024,Darryn Ying – Florian – Calling: Sydney,Calling: Sydney,Booster Draft,Florian,1st,https://fabtcg.com/decklists/darryn-ying-florian-calling-sydney/,calling
New Zealand,21 Sep 2024,Mathew Fletcher – Verdance – Calling: Sydney,Calling: Sydney,Booster Draft,Verdance,2nd,https://fabtcg.com/decklists/mathew-fletcher-verdance-calling-sydney/,calling
Australia,21 Sep 2024,Sam Sutherland – Oscilio – Calling: Sydney,Calling: Sydney,Booster Draft,Oscilio,3rd,https://fabtcg.com/decklists/sam-sutherland-oscilio-calling-sydney/,calling
Australia,21 Sep 2024,Lachlan Buchan – Aurora – Calling: Sydney,Calling: Sydney,Booster Draft,Aurora,3rd,https://fabtcg.com/decklists/lachlan-buchan-aurora-calling-sydney/,calling
Australia,21 Sep 2024,Evan Bicknell – Oscilio – Calling: Sydney,Calling: Sydney,Booster Draft,Oscilio,5th,https://fabtcg.com/decklists/evan-bicknell-oscilio-calling-sydney/,calling
Australia,21 Sep 2024,Patrick Watt – Aurora – Calling: Sydney,Calling: Sydney,Booster Draft,Aurora,5th,https://fabtcg.com/decklists/patrick-watt-aurora-calling-sydney/,calling
New Zealand,21 Sep 2024,"Jared Fung – Katsu, the Wanderer – Battle Hardened: Sydney",Calling: Sydney,Classic Constructed,"Katsu, the Wanderer",5th,https://fabtcg.com/decklists/jared-fung-katsu-the-wanderer-battle-hardened-sydney/,calling
New Zealand,21 Sep 2024,Krishaal Kumar – Florian – Calling: Sydney,Calling: Sydney,Booster Draft,Florian,5th,https://fabtcg.com/decklists/krishaal-kumar-florian-calling-sydney/,calling
Australia,21 Sep 2024,Tye Soens – Verdance – Calling: Sydney,Calling: Sydney,Booster Draft,Verdance,5th,https://fabtcg.com/decklists/tye-soens-verdance-calling-sydney/,calling
,20 Sep 2024,"Budget Deck – Oscilio, Constella Intelligence",Dev Download: Oscilio,Classic Constructed,"Oscilio, Constella Intelligence",nao informado,https://fabtcg.com/decklists/budget-deck-oscilio-constella-intelligence/,dev download
,19 Sep 2024,"Budget Deck – Verdance, Thorn of the Rose",Dev Download: Verdance,Classic Constructed,"Verdance, Thorn of the Rose",nao informado,https://fabtcg.com/decklists/budget-deck-verdance-thorn-of-the-rose/,dev download
,18 Sep 2024,"Budget Deck – Florian, Rotwood Harbinger",Dev Download: Florian,Classic Constructed,"Florian, Rotwood Harbinger",nao informado,https://fabtcg.com/decklists/budget-deck-florian-rotwood-harbinger/,dev download
,17 Sep 2024,"Budget Deck – Aurora, Shooting Star",Dev Download: Aurora,Classic Constructed,"Aurora, Shooting Star",nao informado,https://fabtcg.com/decklists/budget-deck-aurora-shooting-star/,dev download
Philippines,08 Sep 2024,"Jomari Daniel Panganiban – Blaze, Firemind – Skirmish Season 9 – Arcanopolis Cafe and Boardgamery",Skirmish Season 9,Blitz,"Blaze, Firemind",1st,https://fabtcg.com/decklists/jomari-daniel-panganiban-blaze-firemind-skirmish-season-9-arcanopolis-cafe-and-boardgamery/,skirmish
United States of America,08 Sep 2024,"Natalie Hunt – Ira, Crimson Haze – Commoner Gold Foil",World Premiere: Rosetta / Calling: Tampa Bay,Commoner,"Ira, Crimson Haze",1st,https://fabtcg.com/decklists/natalie-hunt-ira-crimson-haze-commoner-gold-foil/,calling
United States of America,08 Sep 2024,Ryan Mound – Florian – Battle Hardened: Tampa Bay,World Premiere: Rosetta / Calling: Tampa Bay,Booster Draft,Oscilio,1st,https://fabtcg.com/decklists/ryan-mound-florian-battle-hardened-tampa-bay/,calling
United States of America,08 Sep 2024,Evan Bridges – Aurora – Battle Hardened: Tampa Bay,World Premiere: Rosetta / Calling: Tampa Bay,Booster Draft,Aurora,2nd,https://fabtcg.com/decklists/evan-bridges-aurora-battle-hardened-tampa-bay/,calling
United States of America,08 Sep 2024,David Lee – Florian – Battle Hardened: Tampa Bay,World Premiere: Rosetta / Calling: Tampa Bay,Booster Draft,Florian,3rd,https://fabtcg.com/decklists/david-lee-florian-battle-hardened-tampa-bay/,calling
Austria,08 Sep 2024,Florin-Cristian Loghin – Verdance – Battle Hardened: Tampa Bay,World Premiere: Rosetta / Calling: Tampa Bay,Booster Draft,Verdance,3rd,https://fabtcg.com/decklists/florin-cristian-loghin-verdance-battle-hardened-tampa-bay/,calling
United States of America,08 Sep 2024,Jonathan Henley – Verdance – Battle Hardened: Tampa Bay,World Premiere: Rosetta / Calling: Tampa Bay,Booster Draft,Verdance,5th,https://fabtcg.com/decklists/jonathan-henley-verdance-battle-hardened-tampa-bay/,calling
United States of America,08 Sep 2024,Pat Eshghy – Florian – Battle Hardened: Tampa Bay,World Premiere: Rosetta / Calling: Tampa Bay,Booster Draft,Florian,5th,https://fabtcg.com/decklists/pat-eshghy-florian-battle-hardened-tampa-bay/,calling
United States of America,08 Sep 2024,Mark Morrison – Oscilio – Battle Hardened: Tampa Bay,World Premiere: Rosetta / Calling: Tampa Bay,Booster Draft,Oscilio,5th,https://fabtcg.com/decklists/mark-morrison-oscilio-battle-hardened-tampa-bay/,calling
United States of America,08 Sep 2024,William Pistel – Verdance – Battle Hardened: Tampa Bay,World Premiere: Rosetta / Calling: Tampa Bay,Booster Draft,Verdance,5th,https://fabtcg.com/decklists/william-pistel-verdance-battle-hardened-tampa-bay/,calling
United States of America,07 Sep 2024,Lucas Oswald – Florian – Calling: Tampa Bay,World Premiere: Rosetta / Calling: Tampa Bay,Booster Draft,Florian,1st,https://fabtcg.com/decklists/lucas-oswald-florian-calling-tampa-bay/,calling
United States of America,07 Sep 2024,Michael Hamilton – Aurora – Calling: Tampa Bay,World Premiere: Rosetta / Calling: Tampa Bay,Booster Draft,Aurora,2nd,https://fabtcg.com/decklists/michael-hamilton-aurora-calling-tampa-bay/,calling
United States of America,07 Sep 2024,Eric Dauernnheim – Florian: Calling: Tampa Bay,World Premiere: Rosetta / Calling: Tampa Bay,Booster Draft,Florian,3rd,https://fabtcg.com/decklists/eric-dauernnheim-florian-calling-tampa-bay/,calling
Canada,07 Sep 2024,Shawn Dhaliwal – Florian – Calling: Tampa Bay,World Premiere: Rosetta / Calling: Tampa Bay,Booster Draft,Florian,3rd,https://fabtcg.com/decklists/shawn-dhaliwal-florian-calling-tampa-bay/,calling
United States of America,07 Sep 2024,Andrew Lorenz – Aurora – Calling: Tampa Bay,World Premiere: Rosetta / Calling: Tampa Bay,Booster Draft,Aurora,5th,https://fabtcg.com/decklists/andrew-lorenz-aurora-calling-tampa-bay/,calling
United States of America,07 Sep 2024,Michael Dalton – Verdance – Calling: Tampa Bay,World Premiere: Rosetta / Calling: Tampa Bay,Booster Draft,Verdance,5th,https://fabtcg.com/decklists/michael-dalton-verdance-calling-tampa-bay/,calling
Canada,07 Sep 2024,Noah Clark – Aurora – Calling: Tampa Bay,World Premiere: Rosetta / Calling: Tampa Bay,Booster Draft,Aurora,5th,https://fabtcg.com/decklists/noah-clark-aurora-calling-tampa-bay/,calling
Argentina,07 Sep 2024,Ignacio Rodríguez Villasuso – Oscilio – Calling: Tampa Bay,World Premiere: Rosetta / Calling: Tampa Bay,Booster Draft,Oscilio,5th,https://fabtcg.com/decklists/ignacio-rodriguez-villasuso-oscilio-calling-tampa-bay/,calling
Spain,01 Sep 2024,"Jose Cuenda – Enigma, Ledger of Ancestry – Battle Hardened: Lisbon",Battle Hardened: Lisbon,Classic Constructed,"Enigma, Ledger of Ancestry",1st,https://fabtcg.com/decklists/jose-cuenda-enigma-ledger-of-ancestry-battle-hardened-lisbon/,battle hardened
Portugal,01 Sep 2024,"Marcos Vassão – Kayo, Armed and Dangerous – Battle Hardened: Lisbon",Battle Hardened: Lisbon,Classic Constructed,"Kayo, Armed and Dangerous",2nd,https://fabtcg.com/decklists/marcos-vassao-kayo-armed-and-dangerous-battle-hardened-lisbon/,battle hardened
Portugal,01 Sep 2024,"Rúben Martins – Kano, Dracai of Aether – Battle Hardened: Lisbon",Battle Hardened: Lisbon,Classic Constructed,"Kano, Dracai of Aether",3rd,https://fabtcg.com/decklists/ruben-martins-kano-dracai-of-aether-battle-hardened-lisbon/,battle hardened
Spain,01 Sep 2024,"Juan Chacon – Azalea, Ace in the Hole – Battle Hardened: Lisbon",Battle Hardened: Lisbon,Classic Constructed,"Azalea, Ace in the Hole",3rd,https://fabtcg.com/decklists/juan-chacon-azalea-ace-in-the-hole-battle-hardened-lisbon/,battle hardened
Latvia,01 Sep 2024,"Gints Dreimanis – Zen, Tamer of Purpose – Battle Hardened: Lisbon",Battle Hardened: Lisbon,Classic Constructed,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/gints-dreimanis-zen-tamer-of-purpose-battle-hardened-lisbon/,battle hardened
Spain,01 Sep 2024,"Cristian Codes – Kano, Dracai of Aether – Battle Hardened: Lisbon",Battle Hardened: Lisbon,Classic Constructed,"Kano, Dracai of Aether",5th,https://fabtcg.com/decklists/cristian-codes-kano-dracai-of-aether-battle-hardened-lisbon/,battle hardened
Italy,01 Sep 2024,"Stefano Meoni – Azalea, Ace in the Hole – Battle Hardened: Lisbon",Battle Hardened: Lisbon,Classic Constructed,"Azalea, Ace in the Hole",5th,https://fabtcg.com/decklists/stefano-meoni-azalea-ace-in-the-hole-battle-hardened-lisbon/,battle hardened
Portugal,01 Sep 2024,"Pedro Carvalho – Enigma, Ledger of Ancestry – Battle Hardened: Lisbon",Battle Hardened: Lisbon,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/pedro-carvalho-enigma-ledger-of-ancestry-battle-hardened-lisbon/,battle hardened
Brazil,01 Sep 2024,"Gui Landgraf – Prism, Sculptor of Arc Light – Skirmish Season 9 – Paladino Hobbies",Skirmish Season 9,Living Legend,"Prism, Sculptor of Arc Light",1st,https://fabtcg.com/decklists/gui-landgraf-prism-sculptor-of-arc-light-skirmish-season-9-paladino-hobbies/,skirmish
United Kingdom,01 Sep 2024,Dmitry Filippov – Rhinar – Skirmish Season 9 – Spellbound Games,Skirmish Season 9,Blitz,Rhinar,1st,https://fabtcg.com/decklists/dmitry-filippov-rhinar-skirmish-season-9-spellbound-games/,skirmish
New Zealand,30 Aug 2024,Dumpster Dive – Cut My Life into Pieces,Dumpster Dive #5: Yikes,Commoner,Vynnset,nao informado,https://fabtcg.com/decklists/dumpster-dive-cut-my-life-into-pieces/,dumpster dive
United States of America,30 Aug 2024,Dumpster Dive – Low Tide,Dumpster Dive #5: Yikes,Commoner,Riptide,nao informado,https://fabtcg.com/decklists/dumpster-dive-low-tide/,dumpster dive
New Zealand,30 Aug 2024,Dumpster Dive – Zap,Dumpster Dive #5: Yikes,Commoner,Oscilio,nao informado,https://fabtcg.com/decklists/dumpster-dive-zap/,dumpster dive
Norway,25 Aug 2024,"Magne Gjennestad – Arakni, Solitary Confinement – Skirmish Season 9 – Manaheim",Skirmish Season 9,Blitz,"Arakni, Solitary Confinement",1st,https://fabtcg.com/decklists/magne-gjennestad-arakni-solitary-confinement-skirmish-season-9-manaheim/,skirmish
United States of America,25 Aug 2024,"Jude Cornett – Dromai, Ash Artist – Skirmish Season 9 – Goin Gaming",Skirmish Season 9,Living Legend,"Dromai, Ash Artist",1st,https://fabtcg.com/decklists/jude-cornett-dromai-ash-artist-skirmish-season-9-goin-gaming/,skirmish
Australia,25 Aug 2024,"Adrien De Haro – Lexi, Livewire – Skirmish Season 9 – Good Games Chatswood",Skirmish Season 9,Living Legend,"Lexi, Livewire",1st,https://fabtcg.com/decklists/adrien-de-haro-lexi-livewire-skirmish-season-9-good-games-chatswood/,skirmish
